date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:28:30	212929/212929	---M-Z	200	added ('OK')	text/html	etag:W/%227f553fa033088a66803d2cb768b0ad22--gzip%22	https://wandertears.com/buildresources	/Users/jared/websites/trailerwebsite3/wandertears.com/buildresources.html	(from https://wandertears.com/)
16:28:31	108563/108563	---M-Z	200	added ('OK')	text/html	etag:W/%22e47c837f74b28fab124fa6ec4e3f5fc1--gzip%22	https://wandertears.com/diy-teardrop-blog	/Users/jared/websites/trailerwebsite3/wandertears.com/diy-teardrop-blog.html	(from https://wandertears.com/)
16:28:32	99582/99582	---M-Z	200	added ('OK')	text/html	etag:W/%22230acb20892c4451f9437f094b05ac4f--gzip%22	https://wandertears.com/contact	/Users/jared/websites/trailerwebsite3/wandertears.com/contact.html	(from https://wandertears.com/)
16:28:33	92428/92428	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Mar%202022%2023:28:32%20GMT	https://wandertears.com/cart	/Users/jared/websites/trailerwebsite3/wandertears.com/cart.html	(from https://wandertears.com/)
16:28:34	224977/224977	---M-Z	200	added ('OK')	text/html	etag:W/%22055edab752550f99d670cba4b9d47261%22	https://wandertears.com/diy-plans/p/renegade	/Users/jared/websites/trailerwebsite3/wandertears.com/diy-plans/p/renegade.html	(from https://wandertears.com/)
16:28:35	227298/227298	---M-Z	200	added ('OK')	text/html	etag:W/%2208aa54398ad363a7fb5ef27947773d1b%22	https://wandertears.com/diy-plans/p/the-vaga-series-basic-plans	/Users/jared/websites/trailerwebsite3/wandertears.com/diy-plans/p/the-vaga-series-basic-plans.html	(from https://wandertears.com/)
16:28:36	212661/212661	---M-Z	200	added ('OK')	text/html	etag:W/%228f2ea506554a9384a605f7523406159f--gzip%22	https://wandertears.com/diy-plans/p/the-hopper-4x8-plans	/Users/jared/websites/trailerwebsite3/wandertears.com/diy-plans/p/the-hopper-4x8-plans.html	(from https://wandertears.com/)
16:28:37	88404/88404	---MCZ	200	added ('OK')	text/html	etag:W/%22d4fcf9e46c1a7ec84a4091039afd955b--gzip%22	https://wandertears.com/affiliate-disclosure	/Users/jared/websites/trailerwebsite3/wandertears.com/affiliate-disclosure.html	(from https://wandertears.com/)
16:28:38	94683/94683	---MCZ	200	added ('OK')	text/html	etag:W/%221bf48d0820a38b6fe98663970e9f58a0--gzip%22	https://wandertears.com/privacy-policy	/Users/jared/websites/trailerwebsite3/wandertears.com/privacy-policy.html	(from https://wandertears.com/)
16:28:39	90594/90594	---MCZ	200	added ('OK')	text/html	etag:W/%228cf89af1ebd256529f2eeb1d7a557e75--gzip%22	https://wandertears.com/terms-and-conditions	/Users/jared/websites/trailerwebsite3/wandertears.com/terms-and-conditions.html	(from https://wandertears.com/)
16:28:40	216802/216802	---M-Z	200	added ('OK')	text/html	etag:W/%22c431bc6f5b6e2963f4d34c744cb321d6--gzip%22	https://wandertears.com/diy-plans/p/the-vaga-3d-model-with-layers	/Users/jared/websites/trailerwebsite3/wandertears.com/diy-plans/p/the-vaga-3d-model-with-layers.html	(from https://wandertears.com/diy-plans)
16:28:41	205197/205197	---M-Z	200	added ('OK')	text/html	etag:W/%22bc4b5793a5c662afc28198dc36726029--gzip%22	https://wandertears.com/diy-plans/p/gift-card	/Users/jared/websites/trailerwebsite3/wandertears.com/diy-plans/p/gift-card.html	(from https://wandertears.com/diy-plans)
16:28:42	112186/112186	---MCZ	200	added ('OK')	text/html	etag:W/%2218a10140b3ac7336ede3a9a9b1ac2c5e--gzip%22	https://wandertears.com/merch/p/usa-galley-map	/Users/jared/websites/trailerwebsite3/wandertears.com/merch/p/usa-galley-map.html	(from https://wandertears.com/merch)
16:28:43	255130/255130	---MCZ	200	added ('OK')	text/html	etag:W/%22702ff0b5ef12b684bd641a2bb4761ef0--gzip%22	https://wandertears.com/merch/p/short-sleeve-unisex-t-shirt	/Users/jared/websites/trailerwebsite3/wandertears.com/merch/p/short-sleeve-unisex-t-shirt.html	(from https://wandertears.com/merch)
16:28:43	192078/192078	---M-Z	200	added ('OK')	text/html	etag:W/%22006d87cee4a6dfdf3f0744bbfe5d77e9--gzip%22	https://wandertears.com/merch/p/unisex-long-sleeve-tee	/Users/jared/websites/trailerwebsite3/wandertears.com/merch/p/unisex-long-sleeve-tee.html	(from https://wandertears.com/merch)
16:28:45	108551/108551	---MCZ	200	added ('OK')	text/html	etag:W/%226975b0392f01248dfcca2c2819bafe41--gzip%22	https://wandertears.com/merch/p/gift-card	/Users/jared/websites/trailerwebsite3/wandertears.com/merch/p/gift-card.html	(from https://wandertears.com/merch)
16:28:45	227361/227361	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%22e60ce7becb1d52ec5bce925d84917c6d%22	https://wandertears.com/build-plans	/Users/jared/websites/trailerwebsite3/wandertears.com/build-plans.1c.delayed	(from https://wandertears.com/our-camper)
16:28:46	227361/227361	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%22e60ce7becb1d52ec5bce925d84917c6d%22	https://wandertears.com/buy	/Users/jared/websites/trailerwebsite3/wandertears.com/buy.1d.delayed	(from https://wandertears.com/our-camper)
16:28:48	140611/140611	---M--	200	added ('OK')	application/rss+xml	etag:W/%2297faa712e2d7a2fa75dc344f3e1beac9%22	https://wandertears.com/diy-teardrop-blog?format=rss	/Users/jared/websites/trailerwebsite3/wandertears.com/diy-teardrop-bloga409	(from https://wandertears.com/diy-teardrop-blog)
16:28:48	121312/121312	---M-Z	200	added ('OK')	text/html	etag:W/%2214ff4b2e420dd46069d2e7fdbd2c837e--gzip%22	https://wandertears.com/diy-teardrop-blog/whats-new-feb-je5wz	/Users/jared/websites/trailerwebsite3/wandertears.com/diy-teardrop-blog/whats-new-feb-je5wz.html	(from https://wandertears.com/diy-teardrop-blog)
16:28:50	144081/144081	---MCZ	200	added ('OK')	text/html	etag:W/%228812b86efd634903fc9152a92f4261da--gzip%22	https://wandertears.com/diy-teardrop-blog/diy-feature-eric	/Users/jared/websites/trailerwebsite3/wandertears.com/diy-teardrop-blog/diy-feature-eric.html	(from https://wandertears.com/diy-teardrop-blog)
16:28:51	131513/131513	---MCZ	200	added ('OK')	text/html	etag:W/%22c1bdccea3f36b6b9b032e86a202e7d51--gzip%22	https://wandertears.com/diy-teardrop-blog/valentines-gifts-for-outdoor-lovers	/Users/jared/websites/trailerwebsite3/wandertears.com/diy-teardrop-blog/valentines-gifts-for-outdoor-lovers.html	(from https://wandertears.com/diy-teardrop-blog)
16:28:52	137330/137330	---MCZ	200	added ('OK')	text/html	etag:W/%2207da48abdd9392be0fceff9d959f7c8f--gzip%22	https://wandertears.com/diy-teardrop-blog/whats-new-feb	/Users/jared/websites/trailerwebsite3/wandertears.com/diy-teardrop-blog/whats-new-feb.html	(from https://wandertears.com/diy-teardrop-blog)
16:28:53	118267/118267	---MCZ	200	added ('OK')	text/html	etag:W/%2275688714949e854ed1da1c02eca12d01--gzip%22	https://wandertears.com/diy-teardrop-blog/diy-feature-brad	/Users/jared/websites/trailerwebsite3/wandertears.com/diy-teardrop-blog/diy-feature-brad.html	(from https://wandertears.com/diy-teardrop-blog)
16:28:53	123589/123589	---M-Z	200	added ('OK')	text/html	etag:W/%2200a4dbc26e19e927644b8cda9ce2266e--gzip%22	https://wandertears.com/diy-teardrop-blog/blanca-la-teardrop	/Users/jared/websites/trailerwebsite3/wandertears.com/diy-teardrop-blog/blanca-la-teardrop.html	(from https://wandertears.com/diy-teardrop-blog)
16:28:55	110451/110451	---M-Z	200	added ('OK')	text/html	etag:W/%22103347db6e611d328c5c943c188468da--gzip%22	https://wandertears.com/diy-teardrop-blog/teardrop-trailer-frame-and-chassis	/Users/jared/websites/trailerwebsite3/wandertears.com/diy-teardrop-blog/teardrop-trailer-frame-and-chassis.html	(from https://wandertears.com/diy-teardrop-blog)
16:28:56	131167/131167	---M-Z	200	added ('OK')	text/html	etag:W/%229457fdb4ef55bb94b31ee7fddb4e239e%22	https://wandertears.com/diy-teardrop-blog/6-simple-sustainable-camping-trip-tips	/Users/jared/websites/trailerwebsite3/wandertears.com/diy-teardrop-blog/6-simple-sustainable-camping-trip-tips.html	(from https://wandertears.com/diy-teardrop-blog)
16:28:57	90666/90666	---MCZ	200	added ('OK')	text/html	etag:W/%22145be66a7050c3a8f0736fcfe2d6c8a2--gzip%22	https://wandertears.com/diy-teardrop-blog/category/Tips	/Users/jared/websites/trailerwebsite3/wandertears.com/diy-teardrop-blog/category/Tips.html	(from https://wandertears.com/diy-teardrop-blog)
16:28:58	106084/106084	---MCZ	200	added ('OK')	text/html	etag:W/%225e3c57cd98dc00e761f7f35c67a45049--gzip%22	https://wandertears.com/diy-teardrop-blog?author=607398b31424c123150951a3	/Users/jared/websites/trailerwebsite3/wandertears.com/diy-teardrop-blog75b8.html	(from https://wandertears.com/diy-teardrop-blog/whats-new-feb-je5wz)
16:28:59	98290/98290	---MCZ	200	added ('OK')	text/html	etag:W/%22c0d4266791794144682230785ad46433--gzip%22	https://wandertears.com/diy-teardrop-blog/tag/teardrop+trailer	/Users/jared/websites/trailerwebsite3/wandertears.com/diy-teardrop-blog/tag/teardrop+trailer.html	(from https://wandertears.com/diy-teardrop-blog/whats-new-feb-je5wz)
16:29:00	95942/95942	---MCZ	200	added ('OK')	text/html	etag:W/%22a40495b519b80a7f478e5c145636523f--gzip%22	https://wandertears.com/diy-teardrop-blog/tag/diy+camper	/Users/jared/websites/trailerwebsite3/wandertears.com/diy-teardrop-blog/tag/diy+camper.html	(from https://wandertears.com/diy-teardrop-blog/whats-new-feb-je5wz)
16:29:00	98971/98971	---MCZ	200	added ('OK')	text/html	etag:W/%22d13da8dd6660b55cd8a9c5bad7725c9d--gzip%22	https://wandertears.com/diy-teardrop-blog/tag/diy+teardrop	/Users/jared/websites/trailerwebsite3/wandertears.com/diy-teardrop-blog/tag/diy+teardrop.html	(from https://wandertears.com/diy-teardrop-blog/whats-new-feb-je5wz)
16:29:02	110056/110056	---MCZ	200	added ('OK')	text/html	etag:W/%22f2c57bfa8d91432db5c9c09da8b144e3--gzip%22	https://wandertears.com/diy-teardrop-blog/tag/diy+trailer	/Users/jared/websites/trailerwebsite3/wandertears.com/diy-teardrop-blog/tag/diy+trailer.html	(from https://wandertears.com/diy-teardrop-blog/whats-new-feb-je5wz)
16:29:03	94564/94564	---MCZ	200	added ('OK')	text/html	etag:W/%223a8fe006efc26eacb8a97c2367e85925--gzip%22	https://wandertears.com/diy-teardrop-blog/tag/custom+teardrop+trailer	/Users/jared/websites/trailerwebsite3/wandertears.com/diy-teardrop-blog/tag/custom+teardrop+trailer.html	(from https://wandertears.com/diy-teardrop-blog/whats-new-feb-je5wz)
16:29:04	95711/95711	---MCZ	200	added ('OK')	text/html	etag:W/%22110fabe07ee8d213c78faa443ee79f3d--gzip%22	https://wandertears.com/diy-teardrop-blog/tag/how+to+build+a+teardrop	/Users/jared/websites/trailerwebsite3/wandertears.com/diy-teardrop-blog/tag/how+to+build+a+teardrop.html	(from https://wandertears.com/diy-teardrop-blog/whats-new-feb-je5wz)
16:29:05	94115/94115	---MCZ	200	added ('OK')	text/html	etag:W/%2278aaa7164831376a72d7633c7998d3c3--gzip%22	https://wandertears.com/diy-teardrop-blog/tag/how+to+build+a+teardrop+camper	/Users/jared/websites/trailerwebsite3/wandertears.com/diy-teardrop-blog/tag/how+to+build+a+teardrop+camper.html	(from https://wandertears.com/diy-teardrop-blog/whats-new-feb-je5wz)
16:29:06	104516/104516	---MCZ	200	added ('OK')	text/html	etag:W/%2226f7b5a837a3b2be502e0ce05401ed0c--gzip%22	https://wandertears.com/diy-teardrop-blog/tag/how+to+build+a+teardrop+trailer	/Users/jared/websites/trailerwebsite3/wandertears.com/diy-teardrop-blog/tag/how+to+build+a+teardrop+trailer.html	(from https://wandertears.com/diy-teardrop-blog/whats-new-feb-je5wz)
16:29:07	93301/93301	---MCZ	200	added ('OK')	text/html	etag:W/%225f035b1a8a691b1fd04a9cc8b4db89bc--gzip%22	https://wandertears.com/diy-teardrop-blog/tag/diy+teardrop+trailer	/Users/jared/websites/trailerwebsite3/wandertears.com/diy-teardrop-blog/tag/diy+teardrop+trailer.html	(from https://wandertears.com/diy-teardrop-blog/whats-new-feb-je5wz)
16:29:07	104426/104426	---MCZ	200	added ('OK')	text/html	etag:W/%228454d7b18a8b41bf39ad4df211acf104--gzip%22	https://wandertears.com/diy-teardrop-blog/tag/teardrop+camper+plans	/Users/jared/websites/trailerwebsite3/wandertears.com/diy-teardrop-blog/tag/teardrop+camper+plans.html	(from https://wandertears.com/diy-teardrop-blog/whats-new-feb-je5wz)
16:29:09	95702/95702	---MCZ	200	added ('OK')	text/html	etag:W/%22b886f269daea4de1065c464906468b2e--gzip%22	https://wandertears.com/diy-teardrop-blog/tag/teardrop+trailer+plans	/Users/jared/websites/trailerwebsite3/wandertears.com/diy-teardrop-blog/tag/teardrop+trailer+plans.html	(from https://wandertears.com/diy-teardrop-blog/whats-new-feb-je5wz)
16:29:10	95996/95996	---MCZ	200	added ('OK')	text/html	etag:W/%2245ad804a5027e70944a3d4ccab76856f--gzip%22	https://wandertears.com/diy-teardrop-blog/tag/diy+camper+plans	/Users/jared/websites/trailerwebsite3/wandertears.com/diy-teardrop-blog/tag/diy+camper+plans.html	(from https://wandertears.com/diy-teardrop-blog/whats-new-feb-je5wz)
16:29:11	97119/97119	---M-Z	200	added ('OK')	text/html	etag:W/%22a43acaaf612748a9814936e2cb189477%22	https://wandertears.com/diy-teardrop-blog/tag/diy+teardrop+plans	/Users/jared/websites/trailerwebsite3/wandertears.com/diy-teardrop-blog/tag/diy+teardrop+plans.html	(from https://wandertears.com/diy-teardrop-blog/whats-new-feb-je5wz)
16:29:12	93202/93202	---MCZ	200	added ('OK')	text/html	etag:W/%22da234dce653da56bca3ce4baa1694cf6--gzip%22	https://wandertears.com/diy-teardrop-blog/tag/diy+plans	/Users/jared/websites/trailerwebsite3/wandertears.com/diy-teardrop-blog/tag/diy+plans.html	(from https://wandertears.com/diy-teardrop-blog/whats-new-feb-je5wz)
16:29:13	95693/95693	---MCZ	200	added ('OK')	text/html	etag:W/%22ca6afdf7c774777500f349889d1cd852--gzip%22	https://wandertears.com/diy-teardrop-blog/tag/how+to+build+a+camper	/Users/jared/websites/trailerwebsite3/wandertears.com/diy-teardrop-blog/tag/how+to+build+a+camper.html	(from https://wandertears.com/diy-teardrop-blog/whats-new-feb-je5wz)
16:29:14	98245/98245	---MCZ	200	added ('OK')	text/html	etag:W/%22284aca7eaf906e77b76f59ff1b3091b6--gzip%22	https://wandertears.com/diy-teardrop-blog/tag/tiny+camper	/Users/jared/websites/trailerwebsite3/wandertears.com/diy-teardrop-blog/tag/tiny+camper.html	(from https://wandertears.com/diy-teardrop-blog/whats-new-feb-je5wz)
16:29:14	96875/96875	---MCZ	200	added ('OK')	text/html	etag:W/%227d466641b17de95f9400a35fe57aca9e--gzip%22	https://wandertears.com/diy-teardrop-blog/tag/diy+tiny+camper	/Users/jared/websites/trailerwebsite3/wandertears.com/diy-teardrop-blog/tag/diy+tiny+camper.html	(from https://wandertears.com/diy-teardrop-blog/whats-new-feb-je5wz)
16:29:15	95541/95541	---M-Z	200	added ('OK')	text/html	etag:W/%229a852a7ca8d6f1bec6493c7e6cda1d8c--gzip%22	https://wandertears.com/diy-teardrop-blog/tag/diy+tiny+trailer	/Users/jared/websites/trailerwebsite3/wandertears.com/diy-teardrop-blog/tag/diy+tiny+trailer.html	(from https://wandertears.com/diy-teardrop-blog/whats-new-feb-je5wz)
16:29:17	94537/94537	---MCZ	200	added ('OK')	text/html	etag:W/%22a23fb1317754a7b19c6262129b34c3d0--gzip%22	https://wandertears.com/diy-teardrop-blog/tag/light+weight+trailer	/Users/jared/websites/trailerwebsite3/wandertears.com/diy-teardrop-blog/tag/light+weight+trailer.html	(from https://wandertears.com/diy-teardrop-blog/whats-new-feb-je5wz)
16:29:18	93292/93292	---MCZ	200	added ('OK')	text/html	etag:W/%224587927ac65962b1521219e8e24091ae--gzip%22	https://wandertears.com/diy-teardrop-blog/tag/light+weight+camper	/Users/jared/websites/trailerwebsite3/wandertears.com/diy-teardrop-blog/tag/light+weight+camper.html	(from https://wandertears.com/diy-teardrop-blog/whats-new-feb-je5wz)
16:29:19	90694/90694	---MCZ	200	added ('OK')	text/html	etag:W/%22bee145bd8f0e73918028bbf0594d2e72--gzip%22	https://wandertears.com/diy-teardrop-blog/tag/dit+teardrop+trailer	/Users/jared/websites/trailerwebsite3/wandertears.com/diy-teardrop-blog/tag/dit+teardrop+trailer.html	(from https://wandertears.com/diy-teardrop-blog/diy-feature-brad)
16:29:20	104970/104970	---MCZ	200	added ('OK')	text/html	etag:W/%226ad5a42f939e75438fbe7634693a9aca--gzip%22	https://wandertears.com/diy-teardrop-blog/tag/teardrop+camper	/Users/jared/websites/trailerwebsite3/wandertears.com/diy-teardrop-blog/tag/teardrop+camper.html	(from https://wandertears.com/diy-teardrop-blog/diy-feature-brad)
16:29:21	90685/90685	---MCZ	200	added ('OK')	text/html	etag:W/%229b6e58cb795abd9ebba7204b67f2cb4b--gzip%22	https://wandertears.com/diy-teardrop-blog/tag/doy+teardrop+camper	/Users/jared/websites/trailerwebsite3/wandertears.com/diy-teardrop-blog/tag/doy+teardrop+camper.html	(from https://wandertears.com/diy-teardrop-blog/diy-feature-brad)
16:29:22	90622/90622	---MCZ	200	added ('OK')	text/html	etag:W/%229454d3508eef0c0376b43bfe7a3bd92a--gzip%22	https://wandertears.com/diy-teardrop-blog/tag/camper+build	/Users/jared/websites/trailerwebsite3/wandertears.com/diy-teardrop-blog/tag/camper+build.html	(from https://wandertears.com/diy-teardrop-blog/diy-feature-brad)
16:29:23	91364/91364	---M-Z	200	added ('OK')	text/html	etag:W/%22d362e40d717ed732864547c7ac6a5b74%22	https://wandertears.com/diy-teardrop-blog/tag/teardrop+build	/Users/jared/websites/trailerwebsite3/wandertears.com/diy-teardrop-blog/tag/teardrop+build.html	(from https://wandertears.com/diy-teardrop-blog/diy-feature-brad)
16:29:24	90712/90712	---MCZ	200	added ('OK')	text/html	etag:W/%228d8556a7ef48051dce4f2ae9ef099e59--gzip%22	https://wandertears.com/diy-teardrop-blog/tag/teardrop+trailer+build	/Users/jared/websites/trailerwebsite3/wandertears.com/diy-teardrop-blog/tag/teardrop+trailer+build.html	(from https://wandertears.com/diy-teardrop-blog/diy-feature-brad)
16:29:25	90622/90622	---MCZ	200	added ('OK')	text/html	etag:W/%227c5d01135b7f4064de1b3c6eb94dadd7--gzip%22	https://wandertears.com/diy-teardrop-blog/tag/camper+plans	/Users/jared/websites/trailerwebsite3/wandertears.com/diy-teardrop-blog/tag/camper+plans.html	(from https://wandertears.com/diy-teardrop-blog/diy-feature-brad)
16:29:26	93956/93956	---MCZ	200	added ('OK')	text/html	etag:W/%2286e762922aea5060047e420f84e83c45--gzip%22	https://wandertears.com/diy-teardrop-blog/tag/offroad+camper	/Users/jared/websites/trailerwebsite3/wandertears.com/diy-teardrop-blog/tag/offroad+camper.html	(from https://wandertears.com/diy-teardrop-blog/diy-feature-brad)
16:29:27	90676/90676	---MCZ	200	added ('OK')	text/html	etag:W/%228af5a70bb60be5fa8f1e04b86ffb25fd--gzip%22	https://wandertears.com/diy-teardrop-blog/tag/diy+offroad+camper	/Users/jared/websites/trailerwebsite3/wandertears.com/diy-teardrop-blog/tag/diy+offroad+camper.html	(from https://wandertears.com/diy-teardrop-blog/diy-feature-brad)
16:29:28	91052/91052	---MCZ	200	added ('OK')	text/html	etag:W/%22a342f41f44e5a01179c8f5a7055b8c37--gzip%22	https://wandertears.com/diy-teardrop-blog/tag/where+to+buy+a+teardrop+trailer	/Users/jared/websites/trailerwebsite3/wandertears.com/diy-teardrop-blog/tag/where+to+buy+a+teardrop+trailer.html	(from https://wandertears.com/diy-teardrop-blog/blanca-la-teardrop)
16:29:28	90962/90962	---MCZ	200	added ('OK')	text/html	etag:W/%22bd010bc13fd3e814d59946469738ec77--gzip%22	https://wandertears.com/diy-teardrop-blog/tag/buy+a+teardrop+camper	/Users/jared/websites/trailerwebsite3/wandertears.com/diy-teardrop-blog/tag/buy+a+teardrop+camper.html	(from https://wandertears.com/diy-teardrop-blog/blanca-la-teardrop)
16:29:30	90899/90899	---MCZ	200	added ('OK')	text/html	etag:W/%22b53ccaf4b0b343ad776dbabeaabe2c1b--gzip%22	https://wandertears.com/diy-teardrop-blog/tag/buy+a+teardrop	/Users/jared/websites/trailerwebsite3/wandertears.com/diy-teardrop-blog/tag/buy+a+teardrop.html	(from https://wandertears.com/diy-teardrop-blog/blanca-la-teardrop)
16:29:31	90971/90971	---MCZ	200	added ('OK')	text/html	etag:W/%22222d8afadafbc864e906952edde32544--gzip%22	https://wandertears.com/diy-teardrop-blog/tag/buy+a+teardrop+trailer	/Users/jared/websites/trailerwebsite3/wandertears.com/diy-teardrop-blog/tag/buy+a+teardrop+trailer.html	(from https://wandertears.com/diy-teardrop-blog/blanca-la-teardrop)
16:29:32	91016/91016	---MCZ	200	added ('OK')	text/html	etag:W/%22664f4b9a210e8d289632c590c03cba35--gzip%22	https://wandertears.com/diy-teardrop-blog/tag/teardrop+trailer+for+family	/Users/jared/websites/trailerwebsite3/wandertears.com/diy-teardrop-blog/tag/teardrop+trailer+for+family.html	(from https://wandertears.com/diy-teardrop-blog/blanca-la-teardrop)
16:29:33	91409/91409	---MCZ	200	added ('OK')	text/html	etag:W/%2255b9756ccb6989f37fa516f0dc2644ca--gzip%22	https://wandertears.com/diy-teardrop-blog/tag/teardrop+trailer+for+family+of+4	/Users/jared/websites/trailerwebsite3/wandertears.com/diy-teardrop-blog/tag/teardrop+trailer+for+family+of+4.html	(from https://wandertears.com/diy-teardrop-blog/blanca-la-teardrop)
16:29:34	90908/90908	---MCZ	200	added ('OK')	text/html	etag:W/%22733cfa656a5f5d35857f96fd71c28c76--gzip%22	https://wandertears.com/diy-teardrop-blog/tag/family+teardrop	/Users/jared/websites/trailerwebsite3/wandertears.com/diy-teardrop-blog/tag/family+teardrop.html	(from https://wandertears.com/diy-teardrop-blog/blanca-la-teardrop)
16:29:35	90980/90980	---MCZ	200	added ('OK')	text/html	etag:W/%22b17c46031ae80ec4e97f38778b555dbf--gzip%22	https://wandertears.com/diy-teardrop-blog/tag/family+teardrop+trailer	/Users/jared/websites/trailerwebsite3/wandertears.com/diy-teardrop-blog/tag/family+teardrop+trailer.html	(from https://wandertears.com/diy-teardrop-blog/blanca-la-teardrop)
16:29:36	91328/91328	---MCZ	200	added ('OK')	text/html	etag:W/%2249bdb881a85958926ca67f2f17a3d6dd--gzip%22	https://wandertears.com/diy-teardrop-blog/tag/family+of+four+teardrop	/Users/jared/websites/trailerwebsite3/wandertears.com/diy-teardrop-blog/tag/family+of+four+teardrop.html	(from https://wandertears.com/diy-teardrop-blog/blanca-la-teardrop)
16:29:36	90953/90953	---MCZ	200	added ('OK')	text/html	etag:W/%22f00052c0d55b683670639271281c283f--gzip%22	https://wandertears.com/diy-teardrop-blog/tag/family+of+4+teardrop	/Users/jared/websites/trailerwebsite3/wandertears.com/diy-teardrop-blog/tag/family+of+4+teardrop.html	(from https://wandertears.com/diy-teardrop-blog/blanca-la-teardrop)
16:29:38	100518/100518	---MCZ	200	added ('OK')	text/html	etag:W/%2290953f78ed2d069048179e56d2ed2dce--gzip%22	https://wandertears.com/diy-teardrop-blog/tag/best+teardrop+trailer	/Users/jared/websites/trailerwebsite3/wandertears.com/diy-teardrop-blog/tag/best+teardrop+trailer.html	(from https://wandertears.com/diy-teardrop-blog/blanca-la-teardrop)
16:29:39	103172/103172	---MCZ	200	added ('OK')	text/html	etag:W/%223318f52369792487f893527352eba7ba--gzip%22	https://wandertears.com/diy-teardrop-blog/tag/affordable+teardrop+trailer	/Users/jared/websites/trailerwebsite3/wandertears.com/diy-teardrop-blog/tag/affordable+teardrop+trailer.html	(from https://wandertears.com/diy-teardrop-blog/blanca-la-teardrop)
